#,Company,Location_HQ,Region,State,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,latitude,longitude
1152,"Flock Freight","San Diego",Unknown,California,USA,"North America",45,2023-04-10,8,563,518,Logistics,"Series D",399,32.7174202,-117.162772
1153,Nori,Seattle,Unknown,Unknown,USA,"North America",10,2023-04-10,37,27,17,Energy,Unknown,13,47.6038321,-122.330062
1154,Examedi,Santiago,Unknown,Unknown,Chile,"South America",45,2023-04-11,25,180,135,Healthcare,Unknown,19,-33.4377756,-70.6504502
1155,Milkrun,Sydney,Unknown,Unknown,Australia,Australia,400,2023-04-11,100,400,0,Food,"Series A",86,-33.8698439,151.2082848
1156,Permutive,London,Unknown,Unknown,UK,Europe,80,2023-04-11,40,200,120,Marketing,"Series C",105,51.4893335,-0.144055085
1157,Redfin,Seattle,Unknown,Unknown,USA,"North America",201,2023-04-11,4,5025,4824,"Real Estate",Post-IPO,320,47.6038321,-122.330062
1158,Viasat,"San Diego",Unknown,California,USA,"North America",300,2023-04-12,4,7500,7200,Other,Post-IPO,366,32.7174202,-117.162772
1159,Astronomer,Cincinnati,Unknown,Unknown,USA,"North America",100,2023-04-13,40,250,150,Data,"Series C",282,39.1014537,-84.5124602
1160,"Community Gaming","New York City",Unknown,Unknown,USA,"North America",17,2023-04-14,17,100,83,Crypto,"Series A",18,40.7127281,-74.0060152
1161,"Drip Capital","Palo Alto","San Francisco Bay Area",California,USA,"North America",75,2023-04-14,20,375,300,Finance,"Series C",85,37.4443293,-122.1598465
1162,Clearcover,Chicago,Unknown,Unknown,USA,"North America",81,2023-04-17,15,540,459,Finance,"Series D",304,41.8755616,-87.6244212
1163,Paper,Montreal,Unknown,Unknown,Canada,"North America",81,2023-04-17,3,2700,2619,Education,"Series D",389,45.5031824,-73.5698065
1164,Ynsect,Paris,Unknown,Unknown,France,Europe,17,2023-04-17,25,68,51,Food,"Series D",579,48.8588897,2.320041022
1165,"Culture Amp",Melbourne,Unknown,Unknown,Australia,Australia,90,2023-04-18,9,1000,910,HR,"Series F",257,-37.8142454,144.9631732
1166,Opendoor,"San Francisco","San Francisco Bay Area",California,USA,"North America",560,2023-04-18,22,2545,1985,"Real Estate",Post-IPO,1900,37.7792588,-122.4193286
1167,"TRM Labs","San Francisco","San Francisco Bay Area",California,USA,"North America",16,2023-04-18,9,178,162,Crypto,"Series B",149,37.7792588,-122.4193286
1168,WalkMe,"San Francisco","San Francisco Bay Area",California,USA,"North America",112,2023-04-19,10,1120,1008,Other,Post-IPO,307,37.7792588,-122.4193286
1169,BuzzFeed,"New York City",Unknown,Unknown,USA,"North America",180,2023-04-20,15,1200,1020,Media,Post-IPO,696,40.7127281,-74.0060152
1170,Gloat,"New York City",Unknown,Unknown,USA,"North America",35,2023-04-20,12,292,257,HR,"Series D",192,40.7127281,-74.0060152
1171,Koo,Bengaluru,Unknown,Unknown,India,Asia,78,2023-04-20,30,260,182,Consumer,"Series B",50,12.98815675,77.62260004
1172,Benchling,"San Francisco","San Francisco Bay Area",California,USA,"North America",74,2023-04-21,9,822,748,Other,"Series F",411,37.7792588,-122.4193286
1173,Lyft,"San Francisco","San Francisco Bay Area",California,USA,"North America",1072,2023-04-21,26,4123,3051,Transportation,Post-IPO,4900,37.7792588,-122.4193286
1174,BigPanda,"Redwood City","San Francisco Bay Area",California,USA,"North America",40,2023-04-24,13,308,268,Infrastructure,"Series E",337,37.4863239,-122.232523
1175,Flink,Berlin,Unknown,Unknown,Germany,Europe,8000,2023-04-24,40,20000,12000,Food,"Series B",1000,52.5170365,13.3888599
1176,Rapid,"San Francisco","San Francisco Bay Area",California,USA,"North America",115,2023-04-25,50,230,115,Finance,"Series D",272,37.7792588,-122.4193286
1177,Rapid,"San Francisco","San Francisco Bay Area",California,USA,"North America",70,2023-04-25,30,233,163,Finance,"Series D",272,37.7792588,-122.4193286
1178,Teampay,"New York City",Unknown,Unknown,USA,"North America",30,2023-04-26,33,91,61,Finance,"Series B",79,40.7127281,-74.0060152
1179,Airtasker,Sydney,Unknown,Unknown,Australia,Australia,45,2023-04-27,20,225,180,Retail,"Series C",26,-33.8698439,151.2082848
1180,Alteryx,"Los Angeles",Unknown,California,USA,"North America",320,2023-04-27,11,2909,2589,Data,Post-IPO,613,34.0536909,-118.242766
1181,Chief,"New York City",Unknown,Unknown,USA,"North America",43,2023-04-27,14,307,264,Other,"Series B",140,40.7127281,-74.0060152
1182,Dropbox,"San Francisco","San Francisco Bay Area",California,USA,"North America",500,2023-04-27,16,3125,2625,Other,Post-IPO,1700,37.7792588,-122.4193286
1183,Greenhouse,"New York City",Unknown,Unknown,USA,"North America",100,2023-04-27,12,833,733,HR,"Private Equity",110,40.7127281,-74.0060152
1184,Megaport,Brisbane,Unknown,Unknown,Australia,Australia,50,2023-04-27,16,313,263,Infrastructure,Post-IPO,98,-27.4689682,153.0234991
1185,Tickertape,Bengaluru,Unknown,Unknown,India,Asia,29,2023-04-27,29,100,71,Finance,Seed,5,12.98815675,77.62260004
1186,Vroom,"New York City",Unknown,Unknown,USA,"North America",120,2023-04-27,11,1091,971,Transportation,Post-IPO,1300,40.7127281,-74.0060152
1187,"Cue Health","San Diego",Unknown,California,USA,"North America",326,2023-04-28,30,1087,761,Healthcare,Post-IPO,899,32.7174202,-117.162772
1188,N26,Berlin,Unknown,Unknown,Germany,Europe,71,2023-04-28,4,1775,1704,Finance,"Series E",1700,52.5170365,13.3888599
1189,"Bishop Fox",Phoenix,Unknown,Unknown,USA,"North America",50,2023-05-02,13,385,335,Security,"Series B",146,33.4484367,-112.074141
1190,Zoomo,Sydney,Unknown,Unknown,Australia,Australia,27,2023-05-02,8,338,311,Transportation,"Series B",105,-33.8698439,151.2082848
1191,Brightcove,Boston,Unknown,Unknown,USA,"North America",70,2023-05-03,10,700,630,Marketing,Post-IPO,145,42.3554334,-71.060511
1192,Healthy.io,"Tel Aviv",Unknown,Unknown,Israel,Asia,70,2023-05-03,33,212,142,Healthcare,"Series D",185,32.0852997,34.7818064
1193,TheSkimm,"New York City",Unknown,Unknown,USA,"North America",22,2023-05-03,13,169,147,Media,"Series C",28,40.7127281,-74.0060152
1194,Unity,"San Francisco","San Francisco Bay Area",California,USA,"North America",600,2023-05-03,8,7500,6900,Other,Post-IPO,1300,37.7792588,-122.4193286
1195,Upwork,"San Francisco","San Francisco Bay Area",California,USA,"North America",137,2023-05-03,15,913,776,Other,Post-IPO,168,37.7792588,-122.4193286
1196,Autograph,"Los Angeles",Unknown,California,USA,"North America",30,2023-05-04,33,91,61,Crypto,"Series B",205,34.0536909,-118.242766
1197,Earnix,"Tel Aviv",Unknown,Unknown,Israel,Asia,30,2023-05-04,10,300,270,Finance,Unknown,100,32.0852997,34.7818064
1198,Karma,"Tel Aviv",Unknown,Unknown,Israel,Asia,20,2023-05-04,28,71,51,Retail,"Series A",34,32.0852997,34.7818064
1200,Shopify,Ottawa,Unknown,Unknown,Canada,"North America",2300,2023-05-04,20,11500,9200,Retail,Post-IPO,122,45.4208777,-75.6901106
1201,Meesho,Bengaluru,Unknown,Unknown,India,Asia,251,2023-05-05,15,1673,1422,Retail,"Series F",1100,12.98815675,77.62260004
1202,"Twist Bioscience","San Francisco","San Francisco Bay Area",California,USA,"North America",270,2023-05-05,25,1080,810,Healthcare,Post-IPO,503,37.7792588,-122.4193286
1203,LinkedIn,Sunnyvale,"San Francisco Bay Area",California,USA,"North America",716,2023-05-08,4,17900,17184,HR,Acquired,154,37.3688301,-122.036349
1204,Akamai,Boston,Unknown,Unknown,USA,"North America",290,2023-05-09,3,9667,9377,Security,Post-IPO,35,42.3554334,-71.060511
1205,AudioCodes,"Tel Aviv",Unknown,Unknown,Israel,Asia,80,2023-05-09,6,1333,1253,Other,Post-IPO,91,32.0852997,34.7818064
1206,Sonatype,Baltimore,Unknown,Unknown,USA,"North America",100,2023-05-09,14,714,614,Security,Acquired,154,39.2908816,-76.610759
1207,Redbubble,Melbourne,Unknown,Unknown,Australia,Australia,70,2023-05-10,23,304,234,Retail,Post-IPO,55,-37.8142454,144.9631732
1208,Similarweb,"New York City",Unknown,Unknown,USA,"North America",60,2023-05-10,6,1000,940,Other,Post-IPO,235,40.7127281,-74.0060152
1209,"Stack Overflow","New York City",Unknown,Unknown,USA,"North America",58,2023-05-10,10,580,522,HR,Acquired,153,40.7127281,-74.0060152
1210,Cornershop,Santiago,Unknown,Unknown,Chile,"South America",250,2023-05-11,11,2273,2023,Food,Acquired,31,-33.4377756,-70.6504502
1211,Happay,Bengaluru,Unknown,Unknown,India,Asia,160,2023-05-12,35,457,297,Finance,Acquired,21,12.98815675,77.62260004
1212,Nuro,"Mountain View","San Francisco Bay Area",California,USA,"North America",340,2023-05-12,30,1133,793,Transportation,"Series D",2100,37.3893889,-122.0832101
1213,Lemonade,"New York City",Unknown,Unknown,USA,"North America",45,2023-05-16,3,1500,1455,Finance,Post-IPO,481,40.7127281,-74.0060152
1214,Zepz,London,Unknown,Unknown,UK,Europe,420,2023-05-16,26,1615,1195,Finance,"Series E",700,51.4893335,-0.144055085
1215,Stash,"New York City",Unknown,Unknown,USA,"North America",40,2023-05-17,10,400,360,Finance,Unknown,480,40.7127281,-74.0060152
1216,"Pie Insurance","Washington DC",Unknown,Unknown,USA,"North America",63,2023-05-18,14,450,387,Finance,"Series D",621,38.8950368,-77.0365427
1217,Flink,Berlin,Unknown,Unknown,Germany,Europe,100,2023-05-24,16,625,525,Food,"Series B",1000,52.5170365,13.3888599
1218,Guild,Denver,Unknown,Unknown,USA,"North America",172,2023-05-24,12,1433,1261,Education,"Series F",643,39.7392364,-104.984862
1219,"Western Digital","Kfar Saba",Unknown,Unknown,Israel,Asia,60,2023-05-24,7,857,797,Hardware,Post-IPO,900,32.18023485,34.9180542
1220,Airmeet,Bengaluru,Unknown,Unknown,India,Asia,75,2023-05-25,30,250,175,Marketing,"Series B",50,12.98815675,77.62260004
1221,Project44,Chicago,Unknown,Unknown,USA,"North America",130,2023-05-26,10,1300,1170,Logistics,Unknown,817,41.8755616,-87.6244212
1222,Evolve,Denver,Unknown,Unknown,USA,"North America",164,2023-05-29,14,1171,1007,Travel,"Series F",224,39.7392364,-104.984862
1223,Taxfix,Berlin,Unknown,Unknown,Germany,Europe,120,2023-05-30,20,600,480,Finance,"Series D",330,52.5170365,13.3888599
1224,Away,"New York City",Unknown,Unknown,USA,"North America",22,2023-05-31,8,275,253,Retail,"Series D",181,40.7127281,-74.0060152
1225,Mux,"San Francisco","San Francisco Bay Area",California,USA,"North America",40,2023-05-31,30,133,93,Infrastructure,"Series D",173,37.7792588,-122.4193286
1226,Vendr,Boston,Unknown,Unknown,USA,"North America",100,2023-05-31,25,400,300,Other,"Series B",216,42.3554334,-71.060511
1227,Zendesk,"San Francisco","San Francisco Bay Area",California,USA,"North America",320,2023-05-31,8,4000,3680,Support,Acquired,85,37.7792588,-122.4193286
1228,ZipRecruiter,"Los Angeles",Unknown,California,USA,"North America",270,2023-05-31,20,1350,1080,HR,Post-IPO,769,34.0536909,-118.242766
1229,Outbrain,"New York City",Unknown,Unknown,USA,"North America",90,2023-06-01,10,900,810,Marketing,Post-IPO,394,40.7127281,-74.0060152
1230,ZoomInfo,Vancouver,Unknown,Unknown,Canada,"North America",120,2023-06-02,3,4000,3880,Sales,Post-IPO,7,49.2608724,-123.113952
1231,Spotify,Stockholm,Unknown,Unknown,Sweden,Europe,200,2023-06-05,2,9400,9200,Media,Post-IPO,2100,59.3251172,18.0710935
1232,Dragos,Baltimore,Unknown,Unknown,USA,"North America",50,2023-06-06,9,556,506,Security,"Series D",364,39.2908816,-76.610759
1233,Edgio,Phoenix,Unknown,Unknown,USA,"North America",134,2023-06-06,12,1117,983,Infrastructure,Post-IPO,462,33.4484367,-112.074141
1234,Linktree,Melbourne,Unknown,Unknown,Australia,Australia,60,2023-06-06,27,222,162,Consumer,Unknown,165,-37.8142454,144.9631732
1235,Reddit,"San Francisco","San Francisco Bay Area",California,USA,"North America",90,2023-06-06,5,1800,1710,Consumer,"Series F",1300,37.7792588,-122.4193286
1236,"Cityblock Health","New York City",Unknown,Unknown,USA,"North America",155,2023-06-08,12,1292,1137,Healthcare,"Series D",891,40.7127281,-74.0060152
1237,Highspot,Seattle,Unknown,Unknown,USA,"North America",140,2023-06-08,15,933,793,Sales,"Series F",644,47.6038321,-122.330062
1238,23andMe,"San Francisco","San Francisco Bay Area",California,USA,"North America",75,2023-06-09,9,833,758,Healthcare,Post-IPO,1100,37.7792588,-122.4193286
1239,Expel,"Washington DC",Unknown,Unknown,USA,"North America",60,2023-06-09,10,600,540,Security,"Series E",288,38.8950368,-77.0365427
1240,Trybe,"Sao Paulo",Unknown,Unknown,Brazil,"South America",128,2023-06-09,35,366,238,Education,"Series B",40,-23.5506507,-46.6333824
1241,TaxBit,"San Francisco","San Francisco Bay Area",California,USA,"North America",80,2023-06-11,40,200,120,Crypto,Unknown,253,37.7792588,-122.4193286
1242,Chegg,"Santa Clara","San Francisco Bay Area",California,USA,"North America",80,2023-06-12,4,2000,1920,Education,Post-IPO,227,37.354107,-121.955238
1243,GoCardless,London,Unknown,Unknown,UK,Europe,150,2023-06-12,17,882,732,Finance,"Series G",529,51.4893335,-0.144055085
1244,Grubhub,"San Francisco","San Francisco Bay Area",California,USA,"North America",400,2023-06-12,15,2667,2267,Food,Acquired,284,37.7792588,-122.4193286
1245,Pendo,Raleigh,Unknown,Unknown,USA,"North America",100,2023-06-12,12,833,733,Product,"Series F",469,35.7803977,-78.6390989
1246,Bitwise,Fresno,Unknown,Unknown,USA,"North America",900,2023-06-14,100,900,0,Crypto,"Series B",84,36.7394421,-119.78483
1247,Olo,"New York City",Unknown,Unknown,USA,"North America",81,2023-06-14,11,736,655,Food,Post-IPO,184,40.7127281,-74.0060152
1248,Sonos,"New York City",Unknown,Unknown,USA,"North America",130,2023-06-14,7,1857,1727,Consumer,Post-IPO,455,40.7127281,-74.0060152
1249,TrueCar,"Los Angeles",Unknown,California,USA,"North America",102,2023-06-14,24,425,323,Transportation,Post-IPO,340,34.0536909,-118.242766
1250,CareRev,"Los Angeles",Unknown,California,USA,"North America",100,2023-06-15,33,303,203,Healthcare,"Series A",51,34.0536909,-118.242766
1251,FrontRow,Bengaluru,Unknown,Unknown,India,Asia,39,2023-06-15,90,43,4,Education,"Series A",17,12.98815675,77.62260004
1252,Pilot,"San Francisco","San Francisco Bay Area",California,USA,"North America",45,2023-06-16,13,346,301,Finance,Unknown,116,37.7792588,-122.4193286
1253,Mojocare,Bengaluru,Unknown,Unknown,India,Asia,170,2023-06-17,80,213,43,Healthcare,"Series A",24,12.98815675,77.62260004
1254,Chingari,Bengaluru,Unknown,Unknown,India,Asia,48,2023-06-19,20,240,192,Media,Unknown,88,12.98815675,77.62260004
1255,Grab,Singapore,Unknown,Unknown,Singapore,Asia,1000,2023-06-20,11,9091,8091,Transportation,Post-IPO,16500,1.2899175,103.8519072
1256,Ritual,Toronto,Unknown,Unknown,Canada,"North America",38,2023-06-21,40,95,57,Food,"Series C",134,43.6534817,-79.3839347
1257,Uber,"San Francisco","San Francisco Bay Area",California,USA,"North America",200,2023-06-21,1,20077,19877,Transportation,Post-IPO,25200,37.7792588,-122.4193286
1258,Convoy,Seattle,Unknown,Unknown,USA,"North America",30,2023-06-26,5,600,570,Logistics,"Series E",1100,47.6038321,-122.330062
1259,Robinhood,"Menlo Park","San Francisco Bay Area",California,USA,"North America",150,2023-06-26,7,2143,1993,Finance,Post-IPO,5600,37.4519671,-122.177992
1260,"New Relic","San Francisco","San Francisco Bay Area",California,USA,"North America",255,2023-06-27,10,2550,2295,Infrastructure,Post-IPO,214,37.7792588,-122.4193286
1261,ClickUp,"San Diego",Unknown,California,USA,"North America",90,2023-06-28,10,900,810,Other,"Series C",537,32.7174202,-117.162772
1262,Plex,Campbell,"San Francisco Bay Area",California,USA,"North America",37,2023-06-28,20,185,148,Media,Unknown,81,37.287167,-121.949959
1263,Artsy,"New York City",Unknown,Unknown,USA,"North America",35,2023-06-29,15,233,198,Retail,"Series D",100,40.7127281,-74.0060152
1264,Headspace,"Los Angeles",Unknown,California,USA,"North America",181,2023-06-29,15,1207,1026,Healthcare,Unknown,216,34.0536909,-118.242766
1265,Torii,Ra'anana,Unknown,Unknown,Israel,Asia,28,2023-06-29,30,93,65,Other,"Series B",65,32.1860244,34.8678359
1266,Zip,Sydney,Unknown,Unknown,Australia,Australia,300,2023-07-02,20,1500,1200,Finance,Post-IPO,896,-33.8698439,151.2082848
1267,Highsnobiety,Berlin,Unknown,Unknown,Germany,Europe,24,2023-07-03,10,240,216,Media,Acquired,8,52.5170365,13.3888599
1269,"Perfect Day",Berkeley,"San Francisco Bay Area",California,USA,"North America",134,2023-07-06,15,893,759,Food,"Series D",711,37.8708393,-122.272863
1270,TytoCare,"New York City",Unknown,Unknown,USA,"North America",20,2023-07-06,10,200,180,Healthcare,"Series D",156,40.7127281,-74.0060152
1271,FrontRow,Bengaluru,Unknown,Unknown,India,Asia,4,2023-07-10,100,4,0,Education,"Series A",17,12.98815675,77.62260004
1272,Matterport,Sunnyvale,"San Francisco Bay Area",California,USA,"North America",170,2023-07-11,30,567,397,Data,Post-IPO,409,37.3688301,-122.036349
1273,Sisense,"New York City",Unknown,Unknown,USA,"North America",100,2023-07-11,15,667,567,Data,"Series F",274,40.7127281,-74.0060152
1274,WayCool,Chennai,Unknown,Unknown,India,Asia,300,2023-07-11,12,2500,2200,Food,Unknown,363,13.0836939,80.270186
1275,DeepVerge,Dublin,Unknown,Unknown,Ireland,Europe,50,2023-07-12,100,50,0,Healthcare,Post-IPO,20,53.3493795,-6.2605593
1276,Freightos,Miami,Unknown,Unknown,USA,"North America",50,2023-07-12,13,385,335,Logistics,Post-IPO,118,25.7741728,-80.19362
1277,AudioCodes,"Tel Aviv",Unknown,Unknown,Israel,Asia,80,2023-07-13,6,1333,1253,Other,Post-IPO,91,32.0852997,34.7818064
1278,Deepwatch,"Tampa Bay",Unknown,Unknown,USA,"North America",30,2023-07-13,7,429,399,Security,"Series C",256,27.6886419,-82.5723193
1279,PayScale,Seattle,Unknown,Unknown,USA,"North America",14,2023-07-14,2,700,686,HR,Acquired,33,47.6038321,-122.330062
1280,Sarcos,"Salt Lake City",Unknown,Unknown,USA,"North America",75,2023-07-17,25,300,225,Aerospace,Post-IPO,316,40.7596198,-111.886797
1281,AgentSync,Denver,Unknown,Unknown,USA,"North America",67,2023-07-19,24,279,212,Finance,"Series B",111,39.7392364,-104.984862
1282,Inspirato,Denver,Unknown,Unknown,USA,"North America",50,2023-07-19,6,833,783,Travel,Post-IPO,179,39.7392364,-104.984862
1283,Tilia,"San Francisco","San Francisco Bay Area",California,USA,"North America",28,2023-07-19,32,88,60,Finance,Unknown,32,37.7792588,-122.4193286
1284,"Deep Instict","New York City",Unknown,Unknown,USA,"North America",46,2023-07-25,15,307,261,Security,Unknown,322,40.7127281,-74.0060152
1285,Calendly,Atlanta,Unknown,Unknown,USA,"North America",60,2023-07-26,10,600,540,Other,"Series B",351,33.7489924,-84.3902644
1286,Copia,Nairobi,Unknown,Unknown,Kenya,Africa,350,2023-07-26,25,1400,1050,Retail,"Series C",103,-1.2832533,36.8172449
1287,Figure,"San Francisco","San Francisco Bay Area",California,USA,"North America",90,2023-07-26,20,450,360,Crypto,Unknown,1500,37.7792588,-122.4193286
1288,Milkbasket,Gurugram,Unknown,Unknown,India,Asia,400,2023-07-27,67,597,197,Food,Acquired,39,28.4646148,77.0299194
1289,Point,"Palo Alto","San Francisco Bay Area",California,USA,"North America",61,2023-07-27,28,218,157,"Real Estate","Series C",149,37.4443293,-122.1598465
1290,Verbit,"New York City",Unknown,Unknown,USA,"North America",60,2023-07-27,6,1000,940,Data,"Series E",569,40.7127281,-74.0060152
1291,Wish,"San Francisco","San Francisco Bay Area",California,USA,"North America",255,2023-07-27,34,750,495,Retail,Post-IPO,1600,37.7792588,-122.4193286
1292,Eroad,Auckland,Unknown,Unknown,"New Zealand",Australia,200,2023-07-28,31,645,445,Transportation,Unknown,46,-36.852095,174.7631803
1293,"Kape Technologies",London,Unknown,Unknown,UK,Europe,200,2023-07-30,30,667,467,Security,Post-IPO,188,51.4893335,-0.144055085
1294,Fable,Toronto,Unknown,Unknown,Canada,"North America",13,2023-07-31,9,144,131,Other,"Series A",12,43.6534817,-79.3839347
1295,Archipelago,"San Francisco","San Francisco Bay Area",California,USA,"North America",40,2023-08-01,30,133,93,"Real Estate","Series B",57,37.7792588,-122.4193286
1296,Paper,Montreal,Unknown,Unknown,Canada,"North America",106,2023-08-01,4,2650,2544,Education,"Series D",389,45.5031824,-73.5698065
1297,Planet,"San Francisco","San Francisco Bay Area",California,USA,"North America",117,2023-08-01,10,1170,1053,Aerospace,Post-IPO,574,37.7792588,-122.4193286
1298,Vesttoo,"Tel Aviv",Unknown,Unknown,Israel,Asia,150,2023-08-01,75,200,50,Finance,"Series C",110,32.0852997,34.7818064
1299,Augury,"New York City",Unknown,Unknown,USA,"North America",70,2023-08-02,18,389,319,Manufacturing,"Series E",274,40.7127281,-74.0060152
1300,BetterUp,"San Francisco","San Francisco Bay Area",California,USA,"North America",100,2023-08-02,16,625,525,HR,"Series E",567,37.7792588,-122.4193286
1301,Gupy,"Sao Paulo",Unknown,Unknown,Brazil,"South America",58,2023-08-02,8,725,667,HR,"Series B",105,-23.5506507,-46.6333824
1302,Spinny,Gurugram,Unknown,Unknown,India,Asia,300,2023-08-02,5,6000,5700,Transportation,"Series E",513,28.4646148,77.0299194
1303,Tekion,Bengaluru,Unknown,Unknown,India,Asia,300,2023-08-02,10,3000,2700,Other,"Series D",435,12.98815675,77.62260004
1305,"Top Hat",Toronto,Unknown,Unknown,Canada,"North America",42,2023-08-04,7,600,558,Education,"Series E",234,43.6534817,-79.3839347
1306,23andMe,"San Francisco","San Francisco Bay Area",California,USA,"North America",71,2023-08-08,11,645,574,Healthcare,Post-IPO,1100,37.7792588,-122.4193286
1307,Doximity,"San Francisco","San Francisco Bay Area",California,USA,"North America",100,2023-08-08,10,1000,900,Healthcare,Post-IPO,82,37.7792588,-122.4193286
1308,Rapid7,Boston,Unknown,Unknown,USA,"North America",470,2023-08-08,18,2611,2141,Security,Post-IPO,89,42.3554334,-71.060511
1309,Thoughtworks,Chicago,Unknown,Unknown,USA,"North America",579,2023-08-08,5,11580,11001,Other,Post-IPO,748,41.8755616,-87.6244212
1310,Blend,"San Francisco","San Francisco Bay Area",California,USA,"North America",150,2023-08-09,19,789,639,Finance,Post-IPO,665,37.7792588,-122.4193286
1311,Dealtale,"Tel Aviv",Unknown,Unknown,Israel,Asia,70,2023-08-09,100,70,0,Sales,Acquired,2,32.0852997,34.7818064
1312,SecureWorks,Atlanta,Unknown,Unknown,USA,"North America",300,2023-08-14,15,2000,1700,Security,Post-IPO,83,33.7489924,-84.3902644
1313,AppFolio,"Santa Barbara",Unknown,California,USA,"North America",149,2023-08-17,9,1656,1507,"Real Estate",Post-IPO,30,34.4221319,-119.702667
1314,StreamElements,"Tel Aviv",Unknown,Unknown,Israel,Asia,60,2023-08-17,35,171,111,Media,"Series B",111,32.0852997,34.7818064
1315,Twiga,Nairobi,Unknown,Unknown,Kenya,Africa,283,2023-08-20,33,858,575,Food,"Series C",157,-1.2832533,36.8172449
1316,Getir,London,Unknown,Unknown,UK,Europe,2500,2023-08-22,11,22727,20227,Food,"Series E",1800,51.4893335,-0.144055085
1317,Atlas,Chicago,Unknown,Unknown,USA,"North America",150,2023-08-23,30,500,350,HR,"Series B",220,41.8755616,-87.6244212
1318,BlackLine,"Los Angeles",Unknown,California,USA,"North America",95,2023-08-23,5,1900,1805,Finance,Post-IPO,220,34.0536909,-118.242766
1319,Veriff,Tallinn,Unknown,Unknown,Estonia,Europe,101,2023-08-23,21,481,380,Security,"Series C",192,59.4372155,24.7453688
1320,Captiv8,"San Francisco","San Francisco Bay Area",California,USA,"North America",8,2023-08-24,3,267,259,Marketing,Unknown,4,37.7792588,-122.4193286
1322,Huma,London,Unknown,Unknown,UK,Europe,45,2023-08-30,10,450,405,Healthcare,Unknown,217,51.4893335,-0.144055085
1323,"Kenko Health",Mumbai,Unknown,Unknown,India,Asia,50,2023-08-30,20,250,200,Healthcare,"Series A",14,19.0785451,72.878176
1324,Omuni,Bengaluru,Unknown,Unknown,India,Asia,60,2023-08-30,35,171,111,Retail,Acquired,10,12.98815675,77.62260004
1325,Zeplin,"San Francisco","San Francisco Bay Area",California,USA,"North America",37,2023-08-30,35,106,69,Product,Seed,1,37.7792588,-122.4193286
1326,Nexar,"New York City",Unknown,Unknown,USA,"North America",17,2023-09-04,14,121,104,Transportation,"Series D",149,40.7127281,-74.0060152
1327,Absci,Portland,Unknown,Unknown,USA,"North America",30,2023-09-05,15,200,170,Healthcare,Post-IPO,238,45.5202471,-122.674194
1328,Hodinkee,"New York City",Unknown,Unknown,USA,"North America",24,2023-09-05,20,120,96,Retail,Seed,40,40.7127281,-74.0060152
1329,Roku,"San Jose","San Francisco Bay Area",California,USA,"North America",360,2023-09-06,10,3600,3240,Media,Post-IPO,208,37.3361663,-121.890591
1330,Drift,Boston,Unknown,Unknown,USA,"North America",100,2023-09-07,25,400,300,Marketing,Acquired,107,42.3554334,-71.060511
1331,Chargebee,"North Bethesda","San Francisco Bay Area",California,USA,"North America",100,2023-09-11,10,1000,900,Finance,"Series H",468,37.773972,-122.431297
1332,Grabango,Berkeley,"San Francisco Bay Area",California,USA,"North America",34,2023-09-11,40,85,51,Food,Unknown,94,37.8708393,-122.272863
1333,At-Bay,"San Francisco","San Francisco Bay Area",California,USA,"North America",27,2023-09-12,9,300,273,Security,Unknown,296,37.7792588,-122.4193286
1334,Evolve,Denver,Unknown,Unknown,USA,"North America",175,2023-09-12,20,875,700,Travel,"Series F",224,39.7392364,-104.984862
1335,Homeday,Berlin,Unknown,Unknown,Germany,Europe,40,2023-09-12,20,200,160,"Real Estate",Unknown,71,52.5170365,13.3888599
1336,Paper,Montreal,Unknown,Unknown,Canada,"North America",87,2023-09-12,3,2900,2813,Education,"Series D",389,45.5031824,-73.5698065
1337,Airtable,"San Francisco","San Francisco Bay Area",California,USA,"North America",237,2023-09-14,27,878,641,Product,"Series F",1400,37.7792588,-122.4193286
1338,VideoAmp,"Los Angeles",Unknown,California,USA,"North America",40,2023-09-14,10,400,360,Marketing,"Series F",456,34.0536909,-118.242766
1339,7shifts,Saskatoon,Unknown,Unknown,Canada,"North America",30,2023-09-15,7,429,399,Food,"Series C",131,52.131802,-106.660767
1340,"Lucid Software","Salt Lake City",Unknown,Unknown,USA,"North America",75,2023-09-25,7,1071,996,Other,"Series E",170,40.7596198,-111.886797
1341,Dunzo,Bengaluru,Unknown,Unknown,India,Asia,150,2023-09-26,30,500,350,Food,Unknown,458,12.98815675,77.62260004
1342,Flexe,Seattle,Unknown,Unknown,USA,"North America",131,2023-09-26,33,397,266,Logistics,"Series D",263,47.6038321,-122.330062
1343,Fi.Money,Bengaluru,Unknown,Unknown,India,Asia,30,2023-09-27,10,300,270,Finance,"Series C",137,12.98815675,77.62260004
1345,Cowbell,Pleasanton,"San Francisco Bay Area",California,USA,"North America",28,2023-09-29,12,233,205,Finance,"Series B",123,37.6624312,-121.8746789
1346,Chainalysis,"New York City",Unknown,Unknown,USA,"North America",150,2023-10-02,15,1000,850,Crypto,"Series F",536,40.7127281,-74.0060152
1347,"Chia Network","San Francisco","San Francisco Bay Area",California,USA,"North America",26,2023-10-02,37,70,44,Crypto,"Series D",70,37.7792588,-122.4193286
